27	تدريب مصلين على التصدي لهجوم ناري داخل المساجد نظم مسؤولون أمنيون من مكتب التحقيقات الفيدرالي الأمريكي اجتماعا مع أفراد الجالية المسلمة بمدينة وينسدور يوم السبت 6 فبراير لتدريبهم على كيفية مواجهة حالات إطلاق النار على المساجد، وذلك في ...	a	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
49	ترامب يروّج لشراء الأسلحة: يحق للجميع امتلاك السلاح وحمله	a	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
52	السجن 30 عامًا لجندي أمريكي سابق خطط لقتل مسلمين	a	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
81	الشرطة الأمريكية تعثر على أسلحة في منزل منفذ مجزرة لاس فيغاس	a	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
83	حمل السلاح في أمريكا.. رمز قومي	a	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
96	اخبار السعودية اليوم - بسبب حماته.. كيلي يرتكب أسوأ مجزرة في أمريكا	a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
101	بوابه الشرق صاحب السمو يعزي الرئيس الأمريكي في ضحايا لاس فيغاس اليوم الثلاثاء 03 أكتوبر 2017	a	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
110	اخبار السعودية: منفذ تفجير نيويورك لترامب: فشلت في حماية أمريكا	a	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
119	صاحب السمو يعزي الرئيس الأمريكي في ضحايا لاس فيغاس	a	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
126	اسلام تايمز - ماذا لو كان المُسبب لمجزرة لاس فيغاس مُسلماً!	a	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
131	الأمريكيون يطالبون بحظر بيع الأسلحة بعد ارتفاع معدلات الجريمة – Telquel	a	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
132	المشتبه به في تفجير نيويورك: ترامب فشل في حماية أمريكا	a	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
